order_id,order_date,business_unit,sku,region,channel,customer_tier,list_price,net_price,discount_pct,quantity,revenue
ORD-000658,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Direct,Transactional,402.66,387.42,3.79,77,29831.09
ORD-000659,2024-04-01,Biopharma Consumables,BIO-007,North America,Direct,Standard,402.66,362.33,10.02,114,41306.12
ORD-000660,2024-04-01,Biopharma Consumables,BIO-007,North America,Distributor,Standard,402.66,345.56,14.18,58,20042.67
ORD-000661,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Direct,Standard,402.66,361.39,10.25,88,31802.14
ORD-000662,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Distributor,Standard,402.66,350.77,12.89,88,30867.35
ORD-000663,2024-04-01,Biopharma Consumables,BIO-007,North America,Distributor,Standard,402.66,350.25,13.02,66,23116.35
ORD-000664,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Distributor,Standard,402.66,346.51,13.94,68,23562.93
ORD-000665,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Direct,Strategic,402.66,337.59,16.16,54,18229.72
ORD-000666,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Distributor,Strategic,402.66,316.27,21.46,113,35738.12
ORD-000667,2024-04-01,Biopharma Consumables,BIO-007,North America,Distributor,Strategic,402.66,314.34,21.93,138,43379.24
ORD-000668,2024-04-01,Biopharma Consumables,BIO-007,APAC,Direct,Strategic,402.66,321.17,20.24,64,20554.92
ORD-000669,2024-04-01,Biopharma Consumables,BIO-007,North America,Direct,Standard,402.66,351.86,12.62,61,21463.31
ORD-000670,2024-04-01,Biopharma Consumables,BIO-007,North America,Distributor,Transactional,402.66,365.63,9.2,61,22303.27
ORD-000671,2024-04-01,Biopharma Consumables,BIO-007,North America,Direct,Transactional,402.66,377.31,6.3,58,21884.24
ORD-000672,2024-04-01,Biopharma Consumables,BIO-007,North America,Direct,Transactional,402.66,378.05,6.11,54,20414.63
ORD-000673,2024-04-01,Biopharma Consumables,BIO-007,APAC,Direct,Transactional,402.66,379.59,5.73,38,14424.46
ORD-000674,2024-04-01,Biopharma Consumables,BIO-007,APAC,Direct,Standard,402.66,356.11,11.56,57,20298.45
ORD-000675,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Direct,Standard,402.66,356.62,11.43,59,21040.78
ORD-000676,2024-04-01,Biopharma Consumables,BIO-007,EMEA,Direct,Strategic,402.66,329.9,18.07,64,21113.29
ORD-000677,2024-04-01,Biopharma Consumables,BIO-008,North America,Direct,Strategic,3917.87,3242.49,17.24,118,382613.63
ORD-000678,2024-04-01,Biopharma Consumables,BIO-008,APAC,Direct,Standard,3917.87,3493.03,10.84,84,293414.81
ORD-000679,2024-04-01,Biopharma Consumables,BIO-008,EMEA,Direct,Standard,3917.87,3527.83,9.96,55,194030.51
ORD-000680,2024-04-01,Biopharma Consumables,BIO-008,North America,Distributor,Transactional,3917.87,3659.86,6.59,84,307428.27
ORD-000681,2024-04-01,Biopharma Consumables,BIO-008,APAC,Distributor,Standard,3917.87,3376.45,13.82,60,202586.89
ORD-000682,2024-04-01,Biopharma Consumables,BIO-008,EMEA,Distributor,Transactional,3917.87,3501.42,10.63,50,175071.09
ORD-000683,2024-04-01,Biopharma Consumables,BIO-008,North America,Distributor,Standard,3917.87,3344.91,14.62,91,304386.88
ORD-000684,2024-04-01,Biopharma Consumables,BIO-008,APAC,Distributor,Strategic,3917.87,3010.51,23.16,125,376313.36
ORD-000685,2024-04-01,Biopharma Consumables,BIO-008,EMEA,Distributor,Transactional,3917.87,3552.31,9.33,57,202481.45
ORD-000686,2024-04-01,Biopharma Consumables,BIO-008,EMEA,Direct,Strategic,3917.87,3269.26,16.56,70,228847.91
ORD-000687,2024-04-01,Biopharma Consumables,BIO-008,North America,Direct,Strategic,3917.87,3211.06,18.04,107,343583.18
ORD-000688,2024-04-01,Biopharma Consumables,BIO-008,EMEA,Distributor,Transactional,3917.87,3573.41,8.79,39,139362.93
ORD-000689,2024-04-01,Biopharma Consumables,BIO-008,North America,Distributor,Transactional,3917.87,3527.9,9.95,81,285759.51
ORD-000690,2024-04-01,Biopharma Consumables,BIO-008,EMEA,Distributor,Standard,3917.87,3294.81,15.9,88,289943.03
ORD-000691,2024-04-01,Biopharma Consumables,BIO-008,EMEA,Direct,Strategic,3917.87,3219.54,17.82,113,363808.21
ORD-000692,2024-04-01,Biopharma Consumables,BIO-009,EMEA,Direct,Strategic,2764.85,2215.55,19.87,103,228201.38
ORD-000693,2024-04-01,Biopharma Consumables,BIO-009,North America,Direct,Standard,2764.85,2453.43,11.26,105,257610.39
ORD-000694,2024-04-01,Biopharma Consumables,BIO-009,EMEA,Direct,Standard,2764.85,2449.16,11.42,68,166542.9
ORD-000695,2024-04-01,Biopharma Consumables,BIO-009,APAC,Distributor,Standard,2764.85,2336.59,15.49,98,228986.11
ORD-000696,2024-04-01,Biopharma Consumables,BIO-009,EMEA,Distributor,Standard,2764.85,2431.66,12.05,121,294230.26
ORD-000697,2024-04-01,Biopharma Consumables,BIO-009,EMEA,Direct,Transactional,2764.85,2617.15,5.34,47,123006.05
ORD-000698,2024-04-01,Biopharma Consumables,BIO-009,North America,Direct,Transactional,2764.85,2558.47,7.46,51,130481.76
ORD-000699,2024-04-01,Biopharma Consumables,BIO-009,North America,Direct,Standard,2764.85,2423.58,12.34,82,198733.58
ORD-000700,2024-04-01,Biopharma Consumables,BIO-009,EMEA,Distributor,Standard,2764.85,2413.58,12.7,61,147228.66
ORD-000701,2024-04-01,Biopharma Consumables,BIO-010,APAC,Direct,Standard,3230.12,2895.64,10.35,87,251921.1
ORD-000702,2024-04-01,Biopharma Consumables,BIO-010,North America,Direct,Standard,3230.12,2911.11,9.88,72,209599.93
ORD-000703,2024-04-01,Biopharma Consumables,BIO-010,North America,Distributor,Strategic,3230.12,2449.63,24.16,94,230265.09
ORD-000704,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Distributor,Standard,3230.12,2775.86,14.06,83,230396.23
ORD-000705,2024-04-01,Biopharma Consumables,BIO-010,APAC,Distributor,Strategic,3230.12,2452.81,24.06,131,321318.24
ORD-000706,2024-04-01,Biopharma Consumables,BIO-010,APAC,Direct,Transactional,3230.12,3033.07,6.1,60,181984.19
ORD-000707,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Direct,Transactional,3230.12,3025.29,6.34,58,175466.8
ORD-000708,2024-04-01,Biopharma Consumables,BIO-010,North America,Direct,Transactional,3230.12,2964.19,8.23,65,192672.5
ORD-000709,2024-04-01,Biopharma Consumables,BIO-010,North America,Direct,Standard,3230.12,2889.01,10.56,66,190674.37
ORD-000710,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Distributor,Strategic,3230.12,2476.51,23.33,89,220409.29
ORD-000711,2024-04-01,Biopharma Consumables,BIO-010,APAC,Distributor,Standard,3230.12,2783.17,13.84,66,183689.16
ORD-000712,2024-04-01,Biopharma Consumables,BIO-010,North America,Direct,Transactional,3230.12,3068.0,5.02,59,181012.12
ORD-000713,2024-04-01,Biopharma Consumables,BIO-010,North America,Distributor,Transactional,3230.12,2918.9,9.63,48,140107.18
ORD-000714,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Distributor,Standard,3230.12,2782.41,13.86,107,297717.51
ORD-000715,2024-04-01,Biopharma Consumables,BIO-010,North America,Direct,Standard,3230.12,2912.03,9.85,67,195106.29
ORD-000716,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Distributor,Standard,3230.12,2783.75,13.82,98,272807.38
ORD-000717,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Direct,Strategic,3230.12,2679.61,17.04,88,235805.54
ORD-000718,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Direct,Transactional,3230.12,2961.83,8.31,41,121435.01
ORD-000719,2024-04-01,Biopharma Consumables,BIO-010,North America,Distributor,Standard,3230.12,2784.89,13.78,85,236715.97
ORD-000720,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Distributor,Standard,3230.12,2756.02,14.68,93,256310.23
ORD-000721,2024-04-01,Biopharma Consumables,BIO-010,EMEA,Distributor,Standard,3230.12,2744.21,15.04,78,214048.24
ORD-000722,2024-04-01,Medical,MED-001,EMEA,Direct,Transactional,241.6,234.07,3.12,31,7256.03
ORD-000723,2024-04-01,Medical,MED-001,APAC,Direct,Transactional,241.6,226.91,6.08,73,16564.49
ORD-000724,2024-04-01,Medical,MED-001,North America,Distributor,Standard,241.6,207.26,14.21,102,21140.73
ORD-000725,2024-04-01,Medical,MED-001,North America,Direct,Strategic,241.6,201.06,16.78,165,33175.36
ORD-000726,2024-04-01,Medical,MED-001,North America,Direct,Transactional,241.6,229.08,5.18,82,18784.58
ORD-000727,2024-04-01,Medical,MED-001,APAC,Distributor,Standard,241.6,210.08,13.04,97,20378.15
ORD-000728,2024-04-01,Medical,MED-001,EMEA,Direct,Transactional,241.6,224.24,7.18,70,15697.1
ORD-000729,2024-04-01,Medical,MED-001,North America,Direct,Standard,241.6,213.84,11.49,88,18817.78
ORD-000730,2024-04-01,Medical,MED-001,North America,Direct,Standard,241.6,217.39,10.02,76,16521.7
ORD-000731,2024-04-01,Medical,MED-001,EMEA,Distributor,Strategic,241.6,186.53,22.79,100,18652.87
ORD-000732,2024-04-01,Medical,MED-001,EMEA,Direct,Standard,241.6,214.68,11.14,76,16315.42
ORD-000733,2024-04-01,Medical,MED-001,EMEA,Distributor,Standard,241.6,205.65,14.88,79,16246.45
ORD-000734,2024-04-01,Medical,MED-001,APAC,Direct,Transactional,241.6,217.41,10.01,67,14566.42
ORD-000735,2024-04-01,Medical,MED-001,APAC,Direct,Strategic,241.6,196.94,18.49,96,18905.93
ORD-000736,2024-04-01,Medical,MED-001,APAC,Direct,Standard,241.6,216.69,10.31,23,4983.96
ORD-000737,2024-04-01,Medical,MED-002,EMEA,Direct,Standard,4406.56,3950.7,10.34,71,280499.88
ORD-000738,2024-04-01,Medical,MED-002,APAC,Direct,Strategic,4406.56,3684.72,16.38,104,383210.62
ORD-000739,2024-04-01,Medical,MED-002,APAC,Direct,Standard,4406.56,3983.64,9.6,68,270887.5
ORD-000740,2024-04-01,Medical,MED-002,North America,Direct,Transactional,4406.56,4151.46,5.79,64,265693.6
ORD-000741,2024-04-01,Medical,MED-002,EMEA,Direct,Standard,4406.56,3881.33,11.92,56,217354.44
ORD-000742,2024-04-01,Medical,MED-002,North America,Distributor,Transactional,4406.56,4025.34,8.65,68,273722.89
ORD-000743,2024-04-01,Medical,MED-002,EMEA,Distributor,Strategic,4406.56,3340.88,24.18,129,430973.67
ORD-000744,2024-04-01,Medical,MED-002,APAC,Direct,Standard,4406.56,3948.62,10.39,79,311940.83
ORD-000745,2024-04-01,Medical,MED-002,APAC,Distributor,Standard,4406.56,3777.45,14.28,48,181317.67
ORD-000746,2024-04-01,Medical,MED-002,APAC,Direct,Standard,4406.56,3964.57,10.03,75,297342.93
ORD-000747,2024-04-01,Medical,MED-002,North America,Direct,Standard,4406.56,3963.03,10.07,75,297227.62
ORD-000748,2024-04-01,Medical,MED-002,North America,Direct,Transactional,4406.56,4228.11,4.05,45,190264.76
ORD-000749,2024-04-01,Medical,MED-002,APAC,Direct,Transactional,4406.56,4127.04,6.34,51,210479.16
ORD-000750,2024-04-01,Medical,MED-002,EMEA,Direct,Transactional,4406.56,4115.55,6.6,48,197546.58
ORD-000751,2024-04-01,Medical,MED-002,North America,Distributor,Strategic,4406.56,3432.72,22.1,73,250588.81
ORD-000752,2024-04-01,Medical,MED-003,EMEA,Distributor,Transactional,3803.45,3368.11,11.45,33,111147.5
ORD-000753,2024-04-01,Medical,MED-003,North America,Distributor,Transactional,3803.45,3414.79,10.22,85,290256.96
ORD-000754,2024-04-01,Medical,MED-003,North America,Direct,Transactional,3803.45,3615.81,4.93,57,206101.41
ORD-000755,2024-04-01,Medical,MED-003,EMEA,Distributor,Standard,3803.45,3311.88,12.92,85,281509.77
ORD-000756,2024-04-01,Medical,MED-003,North America,Direct,Standard,3803.45,3387.38,10.94,81,274377.38
ORD-000757,2024-04-01,Medical,MED-003,North America,Direct,Strategic,3803.45,3152.03,17.13,122,384547.65
ORD-000758,2024-04-01,Medical,MED-003,North America,Direct,Standard,3803.45,3422.0,10.03,39,133457.98
ORD-000759,2024-04-01,Medical,MED-003,North America,Distributor,Strategic,3803.45,2958.71,22.21,151,446765.53
ORD-000760,2024-04-01,Medical,MED-003,North America,Direct,Standard,3803.45,3494.12,8.13,90,314471.2
ORD-000761,2024-04-01,Medical,MED-003,North America,Direct,Standard,3803.45,3348.86,11.95,106,354979.14
ORD-000762,2024-04-01,Medical,MED-003,North America,Direct,Transactional,3803.45,3613.84,4.99,96,346928.63
ORD-000763,2024-04-01,Medical,MED-003,North America,Distributor,Standard,3803.45,3323.33,12.62,44,146226.44
ORD-000764,2024-04-01,Medical,MED-003,North America,Direct,Standard,3803.45,3379.39,11.15,76,256833.97
ORD-000765,2024-04-01,Medical,MED-003,North America,Direct,Transactional,3803.45,3621.24,4.79,63,228138.17
ORD-000766,2024-04-01,Medical,MED-003,EMEA,Direct,Transactional,3803.45,3599.38,5.37,72,259155.08
ORD-000767,2024-04-01,Medical,MED-004,North America,Distributor,Standard,1082.88,915.26,15.48,79,72305.8
ORD-000768,2024-04-01,Medical,MED-004,EMEA,Distributor,Standard,1082.88,922.46,14.81,77,71029.5
ORD-000769,2024-04-01,Medical,MED-004,EMEA,Direct,Standard,1082.88,973.87,10.07,67,65249.47
ORD-000770,2024-04-01,Medical,MED-004,EMEA,Distributor,Standard,1082.88,929.68,14.15,95,88319.32
ORD-000771,2024-04-01,Medical,MED-004,North America,Distributor,Strategic,1082.88,807.27,25.45,159,128356.43
ORD-000772,2024-04-01,Medical,MED-004,North America,Distributor,Strategic,1082.88,839.2,22.5,160,134271.39
ORD-000773,2024-04-01,Medical,MED-004,North America,Distributor,Transactional,1082.88,965.26,10.86,65,62741.62
ORD-000774,2024-04-01,Medical,MED-004,North America,Distributor,Standard,1082.88,940.38,13.16,88,82753.32
ORD-000775,2024-04-01,Medical,MED-004,APAC,Direct,Standard,1082.88,978.95,9.6,79,77336.86
ORD-000776,2024-04-01,Medical,MED-004,North America,Direct,Transactional,1082.88,1010.03,6.73,41,41411.23
ORD-000777,2024-04-01,Medical,MED-004,North America,Distributor,Transactional,1082.88,942.86,12.93,83,78257.76
ORD-000778,2024-04-01,Medical,MED-004,North America,Direct,Strategic,1082.88,888.28,17.97,114,101263.67
ORD-000779,2024-04-01,Medical,MED-004,North America,Distributor,Standard,1082.88,956.21,11.7,93,88927.86
ORD-000780,2024-04-01,Medical,MED-004,North America,Direct,Standard,1082.88,961.14,11.24,63,60551.81
ORD-000781,2024-04-01,Medical,MED-004,EMEA,Direct,Standard,1082.88,972.12,10.23,79,76797.13
ORD-000782,2024-04-01,Medical,MED-004,EMEA,Direct,Standard,1082.88,1007.23,6.99,123,123889.42
ORD-000783,2024-04-01,Medical,MED-005,North America,Direct,Standard,949.0,878.74,7.4,81,71178.23
ORD-000784,2024-04-01,Medical,MED-005,APAC,Distributor,Standard,949.0,801.67,15.53,83,66538.63
ORD-000785,2024-04-01,Medical,MED-005,North America,Direct,Standard,949.0,839.7,11.52,125,104962.54
ORD-000786,2024-04-01,Medical,MED-005,EMEA,Direct,Standard,949.0,840.96,11.38,87,73163.54
ORD-000787,2024-04-01,Medical,MED-005,EMEA,Distributor,Standard,949.0,817.94,13.81,95,77704.54
ORD-000788,2024-04-01,Medical,MED-005,APAC,Direct,Standard,949.0,839.94,11.49,45,37797.24
ORD-000789,2024-04-01,Medical,MED-005,APAC,Direct,Strategic,949.0,801.19,15.58,77,61691.79
ORD-000790,2024-04-01,Medical,MED-006,North America,Direct,Strategic,955.93,773.76,19.06,88,68090.88
ORD-000791,2024-04-01,Medical,MED-006,APAC,Distributor,Standard,955.93,842.86,11.83,72,60686.09
ORD-000792,2024-04-01,Medical,MED-006,EMEA,Distributor,Transactional,955.93,885.08,7.41,63,55760.2
ORD-000793,2024-04-01,Medical,MED-006,EMEA,Direct,Strategic,955.93,800.8,16.23,71,56856.9
ORD-000794,2024-04-01,Medical,MED-006,North America,Direct,Strategic,955.93,767.75,19.69,115,88291.08
ORD-000795,2024-04-01,Medical,MED-006,EMEA,Direct,Standard,955.93,825.43,13.65,67,55304.07
ORD-000796,2024-04-01,Medical,MED-006,North America,Direct,Transactional,955.93,919.9,3.77,66,60713.57
ORD-000797,2024-04-01,Medical,MED-006,APAC,Direct,Standard,955.93,865.57,9.45,56,48471.83
ORD-000798,2024-04-01,Medical,MED-006,North America,Direct,Transactional,955.93,895.07,6.37,70,62654.69
ORD-000799,2024-04-01,Medical,MED-006,North America,Distributor,Transactional,955.93,858.39,10.2,81,69529.78
ORD-000800,2024-04-01,Medical,MED-006,EMEA,Distributor,Strategic,955.93,754.19,21.1,101,76173.22
ORD-000801,2024-04-01,Medical,MED-006,North America,Distributor,Strategic,955.93,750.36,21.51,157,117805.78
ORD-000802,2024-04-01,Medical,MED-006,APAC,Distributor,Strategic,955.93,743.31,22.24,96,71358.1
ORD-000803,2024-04-01,Medical,MED-006,EMEA,Distributor,Strategic,955.93,744.83,22.08,60,44689.52
ORD-000804,2024-04-01,Medical,MED-006,EMEA,Direct,Standard,955.93,855.06,10.55,48,41042.88
ORD-000805,2024-04-01,Medical,MED-007,North America,Direct,Transactional,1486.08,1416.91,4.65,54,76513.1
ORD-000806,2024-04-01,Medical,MED-007,North America,Distributor,Standard,1486.08,1304.92,12.19,60,78295.36
ORD-000807,2024-04-01,Medical,MED-007,North America,Distributor,Strategic,1486.08,1146.77,22.83,115,131878.19
ORD-000808,2024-04-01,Medical,MED-007,EMEA,Distributor,Transactional,1486.08,1343.58,9.59,67,90019.6
ORD-000809,2024-04-01,Medical,MED-007,EMEA,Direct,Strategic,1486.08,1221.55,17.8,117,142921.16
ORD-000810,2024-04-01,Medical,MED-007,APAC,Distributor,Standard,1486.08,1279.04,13.93,78,99764.82
ORD-000811,2024-04-01,Medical,MED-007,EMEA,Distributor,Standard,1486.08,1273.56,14.3,90,114620.61
ORD-000812,2024-04-01,Medical,MED-007,EMEA,Distributor,Standard,1486.08,1267.88,14.68,80,101430.01
ORD-000813,2024-04-01,Medical,MED-007,North America,Distributor,Strategic,1486.08,1156.34,22.19,79,91350.59
ORD-000814,2024-04-01,Medical,MED-007,EMEA,Direct,Standard,1486.08,1344.91,9.5,84,112972.57
ORD-000815,2024-04-01,Medical,MED-007,EMEA,Distributor,Standard,1486.08,1267.02,14.74,67,84890.62
ORD-000816,2024-04-01,Medical,MED-007,North America,Distributor,Standard,1486.08,1278.18,13.99,80,102254.58
ORD-000817,2024-04-01,Medical,MED-007,EMEA,Distributor,Standard,1486.08,1256.35,15.46,90,113071.63
ORD-000818,2024-04-01,Medical,MED-007,APAC,Direct,Transactional,1486.08,1412.08,4.98,38,53658.96
ORD-000819,2024-04-01,Medical,MED-007,North America,Direct,Strategic,1486.08,1202.82,19.06,72,86603.28
ORD-000820,2024-04-01,Medical,MED-007,EMEA,Distributor,Transactional,1486.08,1308.8,11.93,44,57587.26
ORD-000821,2024-04-01,Medical,MED-007,North America,Distributor,Standard,1486.08,1267.86,14.68,98,124250.38
ORD-000822,2024-04-01,Medical,MED-007,EMEA,Distributor,Standard,1486.08,1285.04,13.53,97,124649.24
ORD-000823,2024-04-01,Medical,MED-008,EMEA,Direct,Transactional,2453.54,2277.9,7.16,50,113895.06
ORD-000824,2024-04-01,Medical,MED-008,EMEA,Distributor,Standard,2453.54,2128.81,13.24,96,204366.03
ORD-000825,2024-04-01,Medical,MED-008,North America,Direct,Standard,2453.54,2130.57,13.16,102,217318.39
ORD-000826,2024-04-01,Medical,MED-008,North America,Distributor,Transactional,2453.54,2214.15,9.76,68,150562.36
ORD-000827,2024-04-01,Medical,MED-008,North America,Direct,Transactional,2453.54,2232.63,9.0,34,75909.42
ORD-000828,2024-04-01,Medical,MED-008,North America,Distributor,Transactional,2453.54,2260.26,7.88,78,176300.05
ORD-000829,2024-04-01,Medical,MED-008,North America,Distributor,Transactional,2453.54,2198.24,10.41,65,142885.33
ORD-000830,2024-04-01,Medical,MED-008,APAC,Distributor,Strategic,2453.54,1885.74,23.14,63,118801.9
ORD-000831,2024-04-01,Medical,MED-008,North America,Direct,Transactional,2453.54,2339.83,4.63,40,93593.23
ORD-000832,2024-04-01,Medical,MED-008,North America,Distributor,Transactional,2453.54,2217.46,9.62,65,144134.93
ORD-000833,2024-04-01,Medical,MED-008,EMEA,Direct,Standard,2453.54,2167.89,11.64,42,91051.39
ORD-000834,2024-04-01,Medical,MED-008,EMEA,Direct,Standard,2453.54,2182.09,11.06,93,202934.76
ORD-000835,2024-04-01,Medical,MED-008,APAC,Distributor,Transactional,2453.54,2228.19,9.18,36,80214.72
ORD-000836,2024-04-01,Medical,MED-009,EMEA,Direct,Strategic,2046.35,1680.92,17.86,67,112621.96
ORD-000837,2024-04-01,Medical,MED-009,EMEA,Direct,Standard,2046.35,1805.89,11.75,44,79459.12
ORD-000838,2024-04-01,Medical,MED-009,APAC,Direct,Strategic,2046.35,1655.99,19.08,98,162286.97
ORD-000839,2024-04-01,Medical,MED-009,APAC,Distributor,Standard,2046.35,1767.19,13.64,70,123703.16
ORD-000840,2024-04-01,Medical,MED-009,EMEA,Distributor,Strategic,2046.35,1567.38,23.41,124,194354.7
ORD-000841,2024-04-01,Medical,MED-009,North America,Distributor,Strategic,2046.35,1604.13,21.61,88,141163.58
ORD-000842,2024-04-01,Medical,MED-009,North America,Direct,Transactional,2046.35,1917.49,6.3,64,122719.37
ORD-000843,2024-04-01,Medical,MED-009,APAC,Distributor,Strategic,2046.35,1585.47,22.52,76,120495.97
ORD-000844,2024-04-01,Medical,MED-009,North America,Distributor,Transactional,2046.35,1864.93,8.87,69,128680.28
ORD-000845,2024-04-01,Medical,MED-009,APAC,Direct,Strategic,2046.35,1651.23,19.31,68,112283.41
ORD-000846,2024-04-01,Medical,MED-009,North America,Direct,Standard,2046.35,1856.3,9.29,51,94671.27
ORD-000847,2024-04-01,Medical,MED-009,EMEA,Distributor,Transactional,2046.35,1844.03,9.89,36,66385.24
ORD-000848,2024-04-01,Medical,MED-009,North America,Direct,Standard,2046.35,1817.68,11.17,78,141778.81
ORD-000849,2024-04-01,Medical,MED-010,North America,Direct,Standard,1428.99,1279.44,10.47,87,111311.05
ORD-000850,2024-04-01,Medical,MED-010,North America,Direct,Standard,1428.99,1293.52,9.48,75,97014.12
ORD-000851,2024-04-01,Medical,MED-010,EMEA,Distributor,Standard,1428.99,1230.2,13.91,66,81193.2
ORD-000852,2024-04-01,Medical,MED-010,APAC,Direct,Standard,1428.99,1273.68,10.87,70,89157.31
ORD-000853,2024-04-01,Medical,MED-010,EMEA,Distributor,Strategic,1428.99,1103.72,22.76,100,110371.95
ORD-000854,2024-04-01,Medical,MED-010,North America,Distributor,Standard,1428.99,1184.88,17.08,98,116118.45
ORD-000855,2024-04-01,Medical,MED-010,APAC,Distributor,Standard,1428.99,1192.64,16.54,56,66788.08
ORD-000856,2024-04-01,Medical,MED-010,EMEA,Direct,Standard,1428.99,1331.09,6.85,101,134439.78
ORD-000857,2024-04-01,Medical,MED-010,APAC,Direct,Strategic,1428.99,1149.89,19.53,96,110389.11
ORD-000858,2024-04-01,Medical,MED-010,North America,Direct,Standard,1428.99,1288.92,9.8,90,116002.68
ORD-000859,2024-04-01,Medical,MED-010,EMEA,Distributor,Standard,1428.99,1235.9,13.51,71,87748.86
ORD-000860,2024-04-01,Industrial,IND-001,North America,Direct,Strategic,2835.66,2352.92,17.02,82,192939.29
ORD-000861,2024-04-01,Industrial,IND-001,North America,Direct,Standard,2835.66,2564.34,9.57,69,176939.62
ORD-000862,2024-04-01,Industrial,IND-001,EMEA,Distributor,Transactional,2835.66,2554.87,9.9,97,247821.98
ORD-000863,2024-04-01,Industrial,IND-001,EMEA,Direct,Standard,2835.66,2604.86,8.14,116,302163.6
ORD-000864,2024-04-01,Industrial,IND-001,EMEA,Direct,Standard,2835.66,2568.97,9.4,94,241482.96
ORD-000865,2024-04-01,Industrial,IND-001,APAC,Direct,Transactional,2835.66,2608.5,8.01,49,127816.6
ORD-000866,2024-04-01,Industrial,IND-001,EMEA,Direct,Strategic,2835.66,2347.75,17.21,129,302860.15
ORD-000867,2024-04-01,Industrial,IND-001,EMEA,Distributor,Strategic,2835.66,2226.0,21.5,107,238181.66
ORD-000868,2024-04-01,Industrial,IND-001,North America,Direct,Standard,2835.66,2576.46,9.14,79,203540.47
ORD-000869,2024-04-01,Industrial,IND-001,EMEA,Distributor,Standard,2835.66,2470.33,12.88,108,266795.17
ORD-000870,2024-04-01,Industrial,IND-001,EMEA,Distributor,Strategic,2835.66,2157.31,23.92,140,302023.49
ORD-000871,2024-04-01,Industrial,IND-001,North America,Distributor,Standard,2835.66,2449.07,13.63,75,183680.34
ORD-000872,2024-04-01,Industrial,IND-001,North America,Direct,Transactional,2835.66,2656.65,6.31,59,156742.08
ORD-000873,2024-04-01,Industrial,IND-001,North America,Direct,Transactional,2835.66,2592.57,8.57,66,171109.63
ORD-000874,2024-04-01,Industrial,IND-001,North America,Direct,Transactional,2835.66,2633.42,7.13,100,263341.56
ORD-000875,2024-04-01,Industrial,IND-001,EMEA,Distributor,Standard,2835.66,2467.65,12.98,71,175202.85
ORD-000876,2024-04-01,Industrial,IND-001,APAC,Direct,Standard,2835.66,2579.92,9.02,68,175434.69
ORD-000877,2024-04-01,Industrial,IND-001,APAC,Distributor,Standard,2835.66,2411.57,14.96,70,168809.69
ORD-000878,2024-04-01,Industrial,IND-002,EMEA,Distributor,Strategic,763.29,585.27,23.32,96,56185.75
ORD-000879,2024-04-01,Industrial,IND-002,North America,Distributor,Transactional,763.29,665.57,12.8,58,38603.13
ORD-000880,2024-04-01,Industrial,IND-002,North America,Distributor,Standard,763.29,665.36,12.83,72,47906.11
ORD-000881,2024-04-01,Industrial,IND-002,North America,Distributor,Strategic,763.29,591.42,22.52,126,74518.53
ORD-000882,2024-04-01,Industrial,IND-002,EMEA,Direct,Standard,763.29,677.92,11.18,83,56267.47
ORD-000883,2024-04-01,Industrial,IND-002,EMEA,Distributor,Standard,763.29,640.63,16.07,33,21140.9
ORD-000884,2024-04-01,Industrial,IND-002,EMEA,Direct,Transactional,763.29,727.29,4.72,50,36364.4
ORD-000885,2024-04-01,Industrial,IND-002,APAC,Direct,Standard,763.29,703.34,7.85,53,37276.91
ORD-000886,2024-04-01,Industrial,IND-002,North America,Direct,Standard,763.29,682.07,10.64,64,43652.42
ORD-000887,2024-04-01,Industrial,IND-002,APAC,Distributor,Transactional,763.29,689.91,9.61,46,31735.76
ORD-000888,2024-04-01,Industrial,IND-002,APAC,Distributor,Strategic,763.29,593.29,22.27,103,61109.18
ORD-000889,2024-04-01,Industrial,IND-003,EMEA,Direct,Transactional,1433.01,1383.74,3.44,65,89943.27
ORD-000890,2024-04-01,Industrial,IND-003,APAC,Distributor,Transactional,1433.01,1273.88,11.1,48,61146.34
ORD-000891,2024-04-01,Industrial,IND-003,North America,Direct,Transactional,1433.01,1379.88,3.71,46,63474.6
ORD-000892,2024-04-01,Industrial,IND-003,North America,Distributor,Strategic,1433.01,1125.33,21.47,90,101279.51
ORD-000893,2024-04-01,Industrial,IND-003,North America,Distributor,Standard,1433.01,1231.54,14.06,92,113302.09
ORD-000894,2024-04-01,Industrial,IND-003,North America,Distributor,Standard,1433.01,1243.84,13.2,76,94531.96
ORD-000895,2024-04-01,Industrial,IND-003,North America,Direct,Standard,1433.01,1285.18,10.32,86,110525.34
ORD-000896,2024-04-01,Industrial,IND-003,North America,Direct,Standard,1433.01,1288.63,10.07,57,73452.06
