initiative_id,initiative_name,business_unit,product_family,region,owner,priority,lifecycle_stage,quarter,checkpoint,planned_revenue,actual_revenue,planned_otd_pct,actual_otd_pct,backlog_days,customer_adoption_pct,gross_margin_pct,budget_utilization_pct,risk_level,revenue_attainment,otd_attainment,backlog_score,adoption_score,margin_score,budget_score,aos_health,execution_score,revenue_variance_pct,otd_variance_pct,status,risk_category,priority_rank,risk_score
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2024Q3,Month3,150446.26,140952.14,95,84.5,62,48.3,21.7,91.4,Medium,0.937,0.889,0.311,0.483,0.434,0.828,0.727,0.6,-6.310638762306218,-10.5,Red,High,233,32.42
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q3,Month3,175357.77,167292.64,95,89.9,75,67.8,31.3,96.0,Medium,0.954,0.946,0.167,0.678,0.626,0.92,0.771,0.556,-4.5992430218518265,-5.099999999999994,Amber,Medium,211,32.4
INIT-0009,Cadence Initiative 9,Biopharma Consumables,Cadence,EMEA,PMM_17,Medium,Launch,2024Q1,Month1,220472.21,182263.56,95,87.6,56,65.9,39.7,72.5,Medium,0.827,0.922,0.378,0.659,0.794,0.45,0.721,0.65,-17.33037011784841,-7.400000000000006,Red,High,234,32.4
INIT-0054,Membranes Initiative 9,Industrial,Membranes,North America,PMM_08,Low,Launch,2025Q2,Month1,425258.83,355217.26,95,89.9,51,51.5,32.7,61.9,Medium,0.835,0.946,0.433,0.515,0.654,0.238,0.687,0.69,-16.470338781677974,-5.099999999999994,Red,High,240,32.39
INIT-0049,Cartridges Initiative 4,Industrial,Cartridges,North America,PMM_14,Low,Launch,2025Q3,Month2,401625.9,337437.65,95,89.2,62,62.4,30.5,97.1,Medium,0.84,0.939,0.311,0.624,0.61,0.942,0.746,0.625,-15.982099262024684,-5.799999999999997,Red,High,225,32.22
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month2,154518.15,140589.07,95,80.2,60,56.1,39.5,84.7,Medium,0.91,0.844,0.333,0.561,0.79,0.694,0.742,0.589,-9.014526772421226,-14.799999999999995,Red,High,228,32.22
INIT-0045,IV Filters Initiative 20,Medical,IV Filters,North America,PMM_09,Low,Launch,2025Q2,Month1,456324.21,405829.42,95,89.4,68,44.8,47.2,93.0,Medium,0.889,0.941,0.244,0.448,0.944,0.86,0.761,0.593,-11.065551398204368,-5.599999999999994,Amber,Medium,213,32.2
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q3,Month2,251945.86,210225.71,95,89.7,60,50.2,38.2,110.0,Medium,0.834,0.944,0.333,0.502,0.764,0.8,0.737,0.639,-16.559172673049677,-5.299999999999997,Red,High,227,32.18
INIT-0037,Diagnostics Initiative 12,Medical,Diagnostics,North America,PMM_18,Medium,Launch,2025Q4,Month2,360517.95,323724.4,95,88.3,61,34.7,38.4,84.1,Medium,0.898,0.929,0.322,0.347,0.768,0.682,0.728,0.626,-10.20574703700606,-6.700000000000003,Red,High,233,32.14
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q1,Month3,385358.06,316984.54,95,90.6,61,60.2,43.3,85.0,Medium,0.823,0.954,0.322,0.602,0.866,0.7,0.744,0.638,-17.742854528590897,-4.400000000000006,Red,High,234,32.12
INIT-0018,Cadence Initiative 18,Biopharma Consumables,Cadence,North America,PMM_20,Medium,Launch,2024Q2,Month3,183306.63,150952.28,95,94.1,63,50.5,36.3,94.6,Medium,0.823,0.991,0.3,0.505,0.726,0.892,0.744,0.645,-17.650398133444494,-0.9000000000000057,Red,High,230,32.09
INIT-0057,Gas Filters Initiative 12,Industrial,Gas Filters,APAC,PMM_12,Medium,Launch,2025Q4,Month1,431080.07,359538.07,95,80.2,49,58.0,23.7,90.5,Medium,0.834,0.844,0.456,0.58,0.474,0.81,0.715,0.65,-16.595988768397483,-14.799999999999995,Red,High,238,31.96
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q2,Month1,296451.3,269312.34,95,83.3,66,63.6,42.5,93.7,Medium,0.908,0.877,0.267,0.636,0.85,0.874,0.769,0.572,-9.154609880273746,-11.700000000000005,Amber,Medium,212,31.94
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q3,Month3,164200.99,136414.19,95,88.4,62,49.5,44.1,101.4,Medium,0.831,0.931,0.311,0.495,0.882,0.972,0.758,0.621,-16.9224314664607,-6.599999999999994,Amber,Medium,221,31.88
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month3,136862.93,119958.63,95,91.4,66,61.5,40.0,87.6,Medium,0.876,0.962,0.267,0.615,0.8,0.752,0.756,0.614,-12.351262683036223,-3.5999999999999943,Amber,Medium,224,31.85
INIT-0038,Sterile Sets Initiative 13,Medical,Sterile Sets,EMEA,PMM_03,Medium,Launch,2024Q2,Month3,224190.17,201764.41,95,85.5,67,60.6,40.4,98.4,Medium,0.9,0.9,0.256,0.606,0.808,0.968,0.772,0.578,-10.003007714388197,-9.5,Amber,Medium,211,31.82
INIT-0045,IV Filters Initiative 20,Medical,IV Filters,North America,PMM_09,Low,Launch,2024Q4,Month1,374862.84,327325.01,95,91.1,67,52.6,39.1,101.5,Medium,0.873,0.959,0.256,0.526,0.782,0.97,0.764,0.607,-12.681393012975096,-3.9000000000000057,Amber,Medium,218,31.79
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2025Q1,Month3,194404.59,164422.38,95,83.5,61,58.2,45.9,102.4,Medium,0.846,0.879,0.322,0.582,0.918,0.952,0.765,0.601,-15.422583386534232,-11.5,Amber,Medium,219,31.79
INIT-0057,Gas Filters Initiative 12,Industrial,Gas Filters,APAC,PMM_12,Medium,Launch,2024Q1,Month1,269452.59,257078.94,95,82.9,62,65.4,30.4,79.4,Medium,0.954,0.873,0.311,0.654,0.608,0.588,0.74,0.592,-4.592143649463537,-12.099999999999994,Red,High,228,31.76
INIT-0054,Membranes Initiative 9,Industrial,Membranes,North America,PMM_08,Low,Launch,2024Q1,Month1,290950.8,274545.99,95,88.5,65,51.9,32.9,84.2,Medium,0.944,0.932,0.278,0.519,0.658,0.684,0.744,0.605,-5.638345039779921,-6.5,Red,High,225,31.62
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q3,Month2,332181.51,309840.34,95,82.2,65,59.9,38.7,94.0,Medium,0.933,0.865,0.278,0.599,0.774,0.88,0.766,0.572,-6.725591078202993,-12.799999999999995,Amber,Medium,212,31.62
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2024Q4,Month3,378943.54,358064.29,95,83.4,72,66.6,46.4,99.2,Medium,0.945,0.878,0.2,0.666,0.928,0.984,0.794,0.539,-5.509857748201752,-11.599999999999994,Amber,Medium,185,31.61
INIT-0035,Diagnostics Initiative 10,Medical,Diagnostics,APAC,PMM_19,High,Decline,2025Q1,Month3,181474.96,148444.39,95,82.5,56,80.1,37.1,107.1,High,0.818,0.868,0.378,0.801,0.742,0.858,0.757,0.623,-18.20117221681712,-12.5,Amber,Medium,225,31.5
INIT-0054,Membranes Initiative 9,Industrial,Membranes,North America,PMM_08,Low,Launch,2024Q4,Month1,351149.66,319804.71,95,87.4,59,57.4,29.5,79.6,Medium,0.911,0.92,0.344,0.574,0.59,0.592,0.73,0.632,-8.926379139880117,-7.599999999999994,Red,High,233,31.48
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2024Q1,Month2,318514.16,288449.38,95,87.5,67,54.1,41.9,102.9,Medium,0.906,0.921,0.256,0.541,0.838,0.942,0.772,0.588,-9.43907171976278,-7.5,Amber,Medium,213,31.44
INIT-0057,Gas Filters Initiative 12,Industrial,Gas Filters,APAC,PMM_12,Medium,Launch,2024Q3,Month2,332309.31,301174.29,95,83.9,61,68.4,32.1,89.7,Medium,0.906,0.883,0.322,0.684,0.642,0.794,0.754,0.603,-9.369289112002315,-11.099999999999994,Amber,Medium,223,31.38
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2025Q4,Month2,234028.79,199663.75,95,84.6,55,51.8,39.3,86.3,Medium,0.853,0.891,0.389,0.518,0.786,0.726,0.738,0.64,-14.684107882624186,-10.400000000000006,Red,High,228,31.36
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2024Q2,Month3,133852.13,126307.69,95,83.6,59,47.9,23.6,90.6,Medium,0.944,0.88,0.344,0.479,0.472,0.812,0.734,0.612,-5.636398912740502,-11.400000000000006,Red,High,233,31.35
INIT-0050,Gas Filters Initiative 5,Industrial,Gas Filters,APAC,PMM_07,Medium,Launch,2025Q2,Month2,166522.51,147856.62,95,85.4,61,57.3,33.5,97.0,Medium,0.888,0.899,0.322,0.573,0.67,0.94,0.757,0.611,-11.20922931080009,-9.599999999999994,Amber,Medium,217,31.27
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q4,Month3,180979.44,149847.42,95,85.5,56,64.2,42.3,87.3,Medium,0.828,0.9,0.378,0.642,0.846,0.746,0.75,0.639,-17.201965040890826,-9.5,Red,High,227,31.26
INIT-0038,Sterile Sets Initiative 13,Medical,Sterile Sets,EMEA,PMM_03,Medium,Launch,2025Q2,Month1,296823.92,244682.61,95,91.9,63,69.6,44.7,90.5,Medium,0.824,0.967,0.3,0.696,0.894,0.81,0.767,0.634,-17.566411089780097,-3.0999999999999943,Amber,Medium,208,31.26
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2024Q1,Month1,116422.6,109690.08,95,80.3,60,46.9,44.7,84.2,Medium,0.942,0.845,0.333,0.469,0.894,0.684,0.754,0.589,-5.782829107063408,-14.700000000000005,Amber,Medium,221,31.13
INIT-0065,Gas Filters Initiative 20,Industrial,Gas Filters,APAC,PMM_01,Medium,Launch,2025Q2,Month1,479779.8,402769.16,95,88.7,57,82.5,30.2,84.1,Medium,0.839,0.934,0.367,0.825,0.604,0.682,0.747,0.65,-16.05124684282248,-6.299999999999997,Red,High,224,31.01
INIT-0057,Gas Filters Initiative 12,Industrial,Gas Filters,APAC,PMM_12,Medium,Launch,2024Q3,Month1,325232.63,270075.23,95,84.7,50,39.0,28.8,97.8,Medium,0.83,0.892,0.444,0.39,0.576,0.956,0.728,0.668,-16.959368437293644,-10.299999999999995,Red,High,232,30.94
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q1,Month2,284024.56,246672.05,95,89.5,63,57.5,38.5,98.2,Medium,0.868,0.942,0.3,0.575,0.77,0.964,0.768,0.621,-13.1511549564587,-5.5,Amber,Medium,217,30.9
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q1,Month2,167742.17,138483.51,95,84.4,52,45.6,37.6,95.3,Medium,0.826,0.888,0.422,0.456,0.752,0.906,0.741,0.655,-17.442638306157598,-10.599999999999994,Red,High,235,30.9
INIT-0059,Gas Filters Initiative 14,Industrial,Gas Filters,APAC,PMM_03,High,Launch,2024Q1,Month1,152415.11,129507.51,95,86.3,50,32.6,33.1,86.8,Medium,0.85,0.908,0.444,0.326,0.662,0.736,0.718,0.676,-15.029743442103603,-8.700000000000003,Red,High,235,30.9
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2025Q4,Month2,222040.87,198336.88,95,82.1,56,59.6,30.7,93.1,Medium,0.893,0.864,0.378,0.596,0.614,0.862,0.749,0.621,-10.6755076216374,-12.900000000000006,Red,High,221,30.84
INIT-0049,Cartridges Initiative 4,Industrial,Cartridges,North America,PMM_14,Low,Launch,2025Q2,Month3,362716.54,335296.39,95,87.7,55,34.5,27.1,81.6,Medium,0.924,0.923,0.389,0.345,0.542,0.632,0.718,0.656,-7.559663532299897,-7.299999999999997,Red,High,236,30.84
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2024Q4,Month3,167397.35,156750.0,95,90.6,63,57.0,24.6,88.4,Medium,0.936,0.954,0.3,0.57,0.492,0.768,0.746,0.627,-6.36052482312295,-4.400000000000006,Red,High,228,30.82
INIT-0050,Gas Filters Initiative 5,Industrial,Gas Filters,APAC,PMM_07,Medium,Launch,2025Q1,Month2,163535.22,145804.96,95,87.1,59,59.9,29.3,92.0,Medium,0.892,0.917,0.344,0.599,0.586,0.84,0.75,0.631,-10.841860242704913,-7.900000000000006,Red,High,231,30.81
INIT-0018,Cadence Initiative 18,Biopharma Consumables,Cadence,North America,PMM_20,Medium,Launch,2024Q1,Month3,165093.05,153231.49,95,88.7,68,68.7,39.8,107.1,Medium,0.928,0.934,0.244,0.687,0.796,0.858,0.782,0.589,-7.184772466194064,-6.299999999999997,Amber,Medium,206,30.67
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2025Q1,Month3,407399.09,362101.2,95,89.2,63,36.4,45.1,98.8,Medium,0.889,0.939,0.3,0.364,0.902,0.976,0.768,0.619,-11.118799995355907,-5.799999999999997,Amber,Medium,218,30.64
INIT-0009,Cadence Initiative 9,Biopharma Consumables,Cadence,EMEA,PMM_17,Medium,Launch,2025Q1,Month3,290966.23,238805.34,95,90.6,55,47.2,39.9,91.0,Medium,0.821,0.954,0.389,0.472,0.798,0.82,0.745,0.671,-17.926784836852026,-4.400000000000006,Red,High,233,30.6
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q3,Month1,324197.83,303958.3,95,80.0,58,62.2,34.6,87.8,Medium,0.938,0.842,0.356,0.622,0.692,0.756,0.757,0.599,-6.242956653966507,-15.0,Amber,Medium,218,30.58
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q4,Month1,382263.15,315592.31,95,84.3,56,72.5,43.1,106.8,Medium,0.826,0.887,0.378,0.725,0.862,0.864,0.768,0.633,-17.441084760589668,-10.700000000000005,Amber,Medium,207,30.56
INIT-0009,Cadence Initiative 9,Biopharma Consumables,Cadence,EMEA,PMM_17,Medium,Launch,2025Q2,Month2,322550.95,270715.46,95,91.7,54,51.1,36.8,80.4,Medium,0.839,0.965,0.4,0.511,0.736,0.608,0.732,0.683,-16.070481268153138,-3.299999999999997,Red,High,231,30.56
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2025Q4,Month1,556218.58,531025.23,95,82.7,60,58.8,40.8,79.3,Medium,0.955,0.871,0.333,0.588,0.816,0.586,0.757,0.602,-4.529397417828074,-12.299999999999995,Amber,Medium,213,30.42
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q2,Month1,319751.78,271040.1,95,86.8,55,54.9,43.8,85.8,Medium,0.848,0.914,0.389,0.549,0.876,0.716,0.752,0.651,-15.234216991692758,-8.200000000000003,Amber,Medium,222,30.41
INIT-0059,Gas Filters Initiative 14,Industrial,Gas Filters,APAC,PMM_03,High,Launch,2025Q1,Month1,198905.48,186548.32,95,81.5,57,46.7,28.0,97.0,Medium,0.938,0.858,0.367,0.467,0.56,0.94,0.752,0.612,-6.212578959614387,-13.5,Amber,Medium,229,30.35
INIT-0045,IV Filters Initiative 20,Medical,IV Filters,North America,PMM_09,Low,Launch,2024Q4,Month3,371793.91,340458.35,95,93.4,69,60.2,41.7,105.8,Medium,0.916,0.983,0.233,0.602,0.834,0.884,0.784,0.608,-8.42820690634766,-1.5999999999999943,Amber,Medium,195,30.3
INIT-0050,Gas Filters Initiative 5,Industrial,Gas Filters,APAC,PMM_07,Medium,Launch,2025Q2,Month3,169362.92,156201.58,95,85.5,59,53.3,30.3,106.1,Medium,0.922,0.9,0.344,0.533,0.606,0.878,0.756,0.622,-7.771087083288375,-9.5,Amber,Medium,219,30.3
INIT-0049,Cartridges Initiative 4,Industrial,Cartridges,North America,PMM_14,Low,Launch,2024Q3,Month1,298485.14,252731.35,95,89.4,52,50.1,25.6,91.6,Medium,0.847,0.941,0.422,0.501,0.512,0.832,0.732,0.682,-15.328665942967884,-5.599999999999994,Red,High,230,30.28
INIT-0054,Membranes Initiative 9,Industrial,Membranes,North America,PMM_08,Low,Launch,2025Q1,Month3,414472.94,371551.55,95,92.1,62,53.7,28.3,97.6,Medium,0.896,0.969,0.311,0.537,0.566,0.952,0.76,0.64,-10.355655546535804,-2.9000000000000057,Amber,Medium,223,30.24
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q3,Month1,357678.05,325723.21,95,90.1,63,53.7,31.9,97.9,Medium,0.911,0.948,0.3,0.537,0.638,0.958,0.767,0.624,-8.933967292653259,-4.900000000000006,Amber,Medium,218,30.22
INIT-0059,Gas Filters Initiative 14,Industrial,Gas Filters,APAC,PMM_03,High,Launch,2024Q1,Month2,150953.02,141810.64,95,89.6,64,54.0,27.5,97.5,Medium,0.939,0.943,0.289,0.54,0.55,0.95,0.765,0.616,-6.056440606488016,-5.400000000000006,Amber,Medium,214,30.22
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2025Q3,Month3,218548.32,185029.98,95,89.3,55,47.3,41.8,87.8,Medium,0.847,0.94,0.389,0.473,0.836,0.756,0.749,0.664,-15.336809727020547,-5.700000000000003,Red,High,224,30.2
INIT-0045,IV Filters Initiative 20,Medical,IV Filters,North America,PMM_09,Low,Launch,2024Q4,Month2,372317.88,320052.78,95,88.1,59,48.9,41.4,99.8,Medium,0.86,0.927,0.344,0.489,0.828,0.996,0.769,0.636,-14.037762569984547,-6.900000000000006,Amber,Medium,213,30.18
INIT-0038,Sterile Sets Initiative 13,Medical,Sterile Sets,EMEA,PMM_03,Medium,Launch,2025Q4,Month1,344203.79,314874.3,95,86.4,63,56.6,41.5,104.4,Medium,0.915,0.909,0.3,0.566,0.83,0.912,0.778,0.605,-8.520966605277644,-8.599999999999994,Amber,Medium,203,30.16
INIT-0047,Membranes Initiative 2,Industrial,Membranes,North America,PMM_20,Medium,Launch,2024Q2,Month2,185331.15,170622.0,95,87.9,58,59.2,28.5,85.2,Medium,0.921,0.925,0.356,0.592,0.57,0.704,0.747,0.64,-7.936685225338532,-7.099999999999994,Red,High,227,30.15
INIT-0065,Gas Filters Initiative 20,Industrial,Gas Filters,APAC,PMM_01,Medium,Launch,2025Q1,Month3,454749.48,424694.14,95,81.3,57,50.6,35.5,108.1,Medium,0.934,0.856,0.367,0.506,0.71,0.838,0.758,0.611,-6.609208217236437,-13.700000000000005,Amber,Medium,224,30.14
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2025Q1,Month2,164618.76,155564.11,95,87.2,64,57.4,29.6,101.3,Medium,0.945,0.918,0.289,0.574,0.592,0.974,0.772,0.603,-5.50037553435588,-7.799999999999997,Amber,Medium,212,30.14
INIT-0059,Gas Filters Initiative 14,Industrial,Gas Filters,APAC,PMM_03,High,Launch,2025Q4,Month1,263363.27,227802.84,95,90.0,53,30.7,33.6,108.7,Medium,0.865,0.947,0.411,0.307,0.672,0.826,0.734,0.679,-13.50242575587705,-5.0,Red,High,229,30.08
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q1,Month2,312844.09,282836.6,95,88.1,58,53.2,42.4,80.0,Medium,0.904,0.927,0.356,0.532,0.848,0.6,0.753,0.641,-9.591835345203435,-6.900000000000006,Amber,Medium,228,30.08
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2024Q2,Month2,328908.22,278424.27,95,88.4,57,52.8,42.2,95.9,Medium,0.847,0.931,0.367,0.528,0.844,0.918,0.766,0.649,-15.3489474966603,-6.599999999999994,Amber,Medium,216,29.98
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q3,Month1,246323.92,236391.39,95,90.2,68,63.3,35.4,92.6,Medium,0.96,0.949,0.244,0.633,0.708,0.852,0.782,0.597,-4.032304292656595,-4.799999999999997,Amber,Medium,207,29.97
INIT-0057,Gas Filters Initiative 12,Industrial,Gas Filters,APAC,PMM_12,Medium,Launch,2025Q3,Month2,427871.95,351609.32,95,90.6,49,55.1,26.3,86.6,Medium,0.822,0.954,0.456,0.551,0.526,0.732,0.728,0.705,-17.823704031077522,-4.400000000000006,Red,High,230,29.93
INIT-0050,Gas Filters Initiative 5,Industrial,Gas Filters,APAC,PMM_07,Medium,Launch,2024Q1,Month3,120336.91,99808.35,95,84.4,46,60.2,27.4,86.6,Medium,0.829,0.888,0.489,0.602,0.548,0.732,0.73,0.689,-17.05923810076227,-10.599999999999994,Red,High,230,29.9
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2025Q1,Month2,195470.44,168052.14,95,85.8,55,60.2,45.2,85.7,Medium,0.86,0.903,0.389,0.602,0.904,0.714,0.762,0.646,-14.026826767259534,-9.200000000000005,Amber,Medium,221,29.88
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2025Q2,Month3,459527.01,435219.03,95,83.5,61,59.4,39.9,89.2,Medium,0.947,0.879,0.322,0.594,0.798,0.784,0.773,0.601,-5.289782639762564,-11.5,Amber,Medium,200,29.87
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month3,159623.0,132030.0,95,82.0,50,66.3,39.5,107.5,Medium,0.827,0.863,0.444,0.663,0.79,0.85,0.759,0.654,-17.286355976269082,-13.0,Amber,Medium,215,29.84
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2024Q2,Month2,128472.81,110677.48,95,82.3,54,74.7,33.8,96.0,Medium,0.861,0.866,0.4,0.747,0.676,0.92,0.769,0.633,-13.851436735913229,-12.700000000000005,Amber,Medium,213,29.79
INIT-0045,IV Filters Initiative 20,Medical,IV Filters,North America,PMM_09,Low,Launch,2025Q4,Month2,529713.93,452817.63,95,84.3,50,66.8,41.4,76.2,Medium,0.855,0.887,0.444,0.668,0.828,0.524,0.745,0.666,-14.516571236856096,-10.700000000000005,Red,High,226,29.78
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2024Q4,Month2,150435.13,132099.72,95,85.7,54,42.1,38.9,93.2,Medium,0.878,0.902,0.4,0.421,0.778,0.864,0.754,0.651,-12.188250178000311,-9.299999999999995,Amber,Medium,223,29.78
INIT-0018,Cadence Initiative 18,Biopharma Consumables,Cadence,North America,PMM_20,Medium,Launch,2024Q4,Month3,198957.77,178214.51,95,87.8,59,47.0,37.8,97.6,Medium,0.896,0.924,0.344,0.47,0.756,0.952,0.768,0.634,-10.425961247957282,-7.200000000000003,Amber,Medium,214,29.74
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2024Q2,Month1,139138.77,124601.66,95,89.1,58,67.5,27.2,92.1,Medium,0.896,0.938,0.356,0.675,0.544,0.842,0.76,0.647,-10.447921884029869,-5.900000000000006,Amber,Medium,221,29.7
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q4,Month1,170046.33,141863.37,95,89.9,57,52.3,43.7,97.4,Medium,0.834,0.946,0.367,0.523,0.874,0.948,0.771,0.656,-16.57369494537165,-5.099999999999994,Amber,Medium,212,29.7
INIT-0057,Gas Filters Initiative 12,Industrial,Gas Filters,APAC,PMM_12,Medium,Launch,2025Q1,Month2,359109.37,295890.7,95,84.4,49,52.4,32.7,100.8,Medium,0.824,0.888,0.456,0.524,0.654,0.984,0.751,0.672,-17.60429420151303,-10.599999999999994,Amber,Medium,230,29.68
INIT-0065,Gas Filters Initiative 20,Industrial,Gas Filters,APAC,PMM_01,Medium,Launch,2025Q1,Month1,459325.25,419411.92,95,85.6,59,57.4,31.8,100.7,Medium,0.913,0.901,0.344,0.574,0.636,0.986,0.771,0.623,-8.689557127547422,-9.400000000000006,Amber,Medium,214,29.66
INIT-0009,Cadence Initiative 9,Biopharma Consumables,Cadence,EMEA,PMM_17,Medium,Launch,2025Q3,Month2,358512.13,319942.56,95,84.3,55,63.5,34.6,90.5,Medium,0.892,0.887,0.389,0.635,0.692,0.81,0.762,0.638,-10.758232922272397,-10.700000000000005,Amber,Medium,216,29.62
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2025Q2,Month1,217026.71,193069.58,95,84.5,56,60.4,40.6,91.4,Medium,0.89,0.889,0.378,0.604,0.812,0.828,0.77,0.634,-11.038793335622149,-10.5,Amber,Medium,204,29.48
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2024Q1,Month3,303911.37,280786.19,95,90.7,62,58.1,38.9,87.7,Medium,0.924,0.955,0.311,0.581,0.778,0.754,0.772,0.633,-7.609185533269122,-4.299999999999997,Amber,Medium,212,29.44
INIT-0037,Diagnostics Initiative 12,Medical,Diagnostics,North America,PMM_18,Medium,Launch,2024Q2,Month2,215467.34,203314.36,95,85.2,66,81.4,43.8,92.4,Medium,0.944,0.897,0.267,0.814,0.876,0.848,0.803,0.582,-5.6402886859790495,-9.799999999999995,Amber,Medium,186,29.41
INIT-0045,IV Filters Initiative 20,Medical,IV Filters,North America,PMM_09,Low,Launch,2024Q1,Month3,293138.26,241583.06,95,92.4,55,50.0,42.4,93.3,Medium,0.824,0.973,0.389,0.5,0.848,0.866,0.763,0.681,-17.587332339354138,-2.5999999999999943,Amber,Medium,215,29.38
INIT-0047,Membranes Initiative 2,Industrial,Membranes,North America,PMM_20,Medium,Launch,2024Q3,Month3,209354.54,177687.17,95,85.5,47,42.8,30.9,91.8,Medium,0.849,0.9,0.478,0.428,0.618,0.836,0.737,0.689,-15.126192152317303,-9.5,Red,High,228,29.34
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month1,138730.48,122707.48,95,82.3,53,56.7,38.0,94.4,Medium,0.885,0.866,0.411,0.567,0.76,0.888,0.766,0.639,-11.549732978650413,-12.700000000000005,Amber,Medium,218,29.33
INIT-0037,Diagnostics Initiative 12,Medical,Diagnostics,North America,PMM_18,Medium,Launch,2025Q1,Month2,262493.66,221061.56,95,93.7,55,54.3,41.4,83.8,Medium,0.842,0.986,0.389,0.543,0.828,0.676,0.755,0.688,-15.784038364964692,-1.2999999999999972,Amber,Medium,226,29.32
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2025Q3,Month1,497409.7,411097.25,95,80.7,43,51.0,41.9,83.2,Medium,0.826,0.849,0.522,0.51,0.838,0.664,0.739,0.686,-17.352385769718605,-14.299999999999995,Red,High,228,29.3
