initiative_id,initiative_name,business_unit,product_family,region,owner,priority,lifecycle_stage,quarter,checkpoint,planned_revenue,actual_revenue,planned_otd_pct,actual_otd_pct,backlog_days,customer_adoption_pct,gross_margin_pct,budget_utilization_pct,risk_level
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q1,Month1,147876.77,129231.64,95,84.2,35,31.2,37.0,90.4,Medium
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q1,Month2,152501.06,136863.71,95,79.9,71,56.9,39.6,92.6,High
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q1,Month3,145535.71,136094.44,95,81.0,67,50.9,38.4,88.4,Medium
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month1,155327.89,142168.23,95,81.6,75,52.8,40.9,75.2,High
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month2,154518.15,140589.07,95,80.2,60,56.1,39.5,84.7,Medium
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month3,159623.0,132030.0,95,82.0,50,66.3,39.5,107.5,Medium
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q3,Month1,181344.47,164639.81,95,80.2,80,55.5,38.2,88.0,High
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q3,Month2,172422.72,141789.17,95,91.1,49,41.3,36.3,104.8,Medium
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q3,Month3,175357.77,167292.64,95,89.9,75,67.8,31.3,96.0,Medium
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q4,Month1,186453.17,156363.61,95,86.5,75,30.1,42.1,82.7,High
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q4,Month2,193198.72,183811.78,95,84.5,55,54.0,34.3,108.8,Medium
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q4,Month3,187902.38,160775.98,95,87.6,70,70.9,33.1,95.5,High
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q1,Month1,142385.14,138648.62,95,93.2,30,59.6,37.9,97.1,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q1,Month2,138872.7,132487.47,95,91.6,36,79.2,36.9,87.6,Medium
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q1,Month3,145586.04,154614.77,95,89.1,30,90.5,39.2,104.5,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q2,Month1,170389.56,165883.15,95,89.8,21,73.6,39.6,77.3,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q2,Month2,170658.01,163934.89,95,90.5,27,85.5,40.8,90.0,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q2,Month3,166807.44,172548.82,95,92.6,24,78.4,34.9,84.7,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q3,Month1,193698.56,198230.48,95,92.2,18,69.7,40.0,94.8,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q3,Month2,189121.36,179688.14,95,89.1,37,68.8,38.0,101.2,Medium
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q3,Month3,195961.3,187189.59,95,90.0,42,64.5,36.8,92.3,Medium
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q4,Month1,222788.35,216033.02,95,93.8,36,79.1,37.8,95.9,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q4,Month2,230256.76,228088.82,95,93.7,16,88.3,33.7,98.6,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q4,Month3,234348.71,245519.24,95,93.2,33,78.5,39.2,84.7,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q1,Month1,251060.6,254375.25,95,92.9,35,79.8,35.7,110.0,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q1,Month2,274798.19,288374.49,95,93.3,30,68.9,36.8,90.8,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q1,Month3,268028.57,265290.96,95,90.3,33,77.9,37.6,94.0,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q2,Month1,311523.15,308619.61,95,94.8,34,72.3,41.1,99.0,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q2,Month2,303593.03,313607.22,95,89.0,46,83.4,40.9,82.2,Medium
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q2,Month3,300613.24,303594.36,95,89.2,33,94.9,35.7,72.8,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q3,Month1,361929.23,350384.45,95,89.2,37,78.7,38.6,80.9,Medium
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q3,Month2,338544.21,327439.09,95,94.8,28,85.9,39.3,92.3,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q3,Month3,342723.39,333232.53,95,90.6,38,78.2,41.1,82.9,Medium
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q4,Month1,400650.96,425889.05,95,88.7,29,78.2,36.1,96.7,Low
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q4,Month2,424085.22,410453.86,95,93.4,38,80.0,39.6,85.3,Medium
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q4,Month3,425128.97,424675.76,95,90.4,32,89.0,33.8,88.7,Low
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q1,Month1,129578.59,111836.48,95,86.7,43,54.2,37.8,98.9,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q1,Month2,120951.76,101009.72,95,90.2,25,65.0,40.3,85.5,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q1,Month3,121448.85,107276.78,95,88.9,37,63.7,41.3,93.6,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month1,138730.48,122707.48,95,82.3,53,56.7,38.0,94.4,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month2,143030.97,132954.44,95,90.3,41,52.6,40.7,88.7,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month3,136862.93,119958.63,95,91.4,66,61.5,40.0,87.6,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q3,Month1,150641.1,143590.43,95,82.0,20,56.2,34.7,89.7,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q3,Month2,139466.5,122927.26,95,84.5,49,42.1,38.8,105.5,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q3,Month3,150823.05,129959.86,95,85.7,37,44.6,34.5,95.7,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q4,Month1,156041.76,128407.72,95,83.4,63,49.5,37.7,81.7,High
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q4,Month2,157627.2,133938.98,95,83.5,59,51.6,38.0,92.7,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q4,Month3,159790.95,143210.68,95,92.5,33,79.9,39.5,85.1,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q1,Month1,159873.88,145750.87,95,87.5,25,72.5,35.2,90.1,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q1,Month2,167742.17,138483.51,95,84.4,52,45.6,37.6,95.3,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q1,Month3,155519.32,148161.57,95,84.0,46,59.0,36.4,102.5,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month1,176565.93,155914.7,95,84.1,53,49.3,43.0,93.7,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month2,180022.61,149358.49,95,89.7,62,42.5,34.7,80.8,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month3,168212.21,150931.95,95,88.6,55,68.2,36.7,79.9,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q3,Month1,196625.45,177775.44,95,88.2,31,45.1,42.2,88.1,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q3,Month2,192972.28,168455.43,95,90.8,21,60.3,30.3,96.1,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q3,Month3,187751.75,162265.23,95,86.5,45,56.4,36.3,87.2,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q4,Month1,196605.65,167591.35,95,85.3,36,41.2,37.0,100.7,Medium
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q4,Month2,198610.75,188610.36,95,90.9,23,61.6,35.6,100.0,Low
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q4,Month3,204896.69,188923.31,95,87.9,37,56.2,40.4,79.1,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q1,Month1,219230.87,187659.17,95,83.8,32,62.4,35.5,90.9,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q1,Month2,214079.45,200402.75,95,93.4,37,62.9,38.3,98.6,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q1,Month3,213146.3,187721.61,95,88.5,22,66.9,36.3,93.3,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q2,Month1,245591.12,203147.29,95,92.4,20,60.7,36.3,107.5,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q2,Month2,244253.33,216711.61,95,87.4,35,51.6,37.3,88.8,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q2,Month3,227044.34,216922.25,95,87.8,22,80.2,37.7,96.4,Low
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q3,Month1,267228.6,242258.95,95,89.3,32,56.4,44.3,87.0,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q3,Month2,244718.66,223394.73,95,87.7,32,54.0,34.5,93.4,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q3,Month3,262863.73,241340.76,95,90.4,31,37.8,35.8,92.2,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q4,Month1,268591.01,232496.53,95,84.0,49,62.3,44.3,103.2,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q4,Month2,269384.08,250190.95,95,93.1,56,52.2,34.2,96.1,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q4,Month3,278496.42,239536.53,95,90.3,48,46.7,40.0,96.0,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q1,Month1,316394.52,271185.34,95,91.7,33,68.1,38.4,93.0,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q1,Month2,312844.09,282836.6,95,88.1,58,53.2,42.4,80.0,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q1,Month3,317645.16,265868.39,95,91.6,21,49.5,35.0,88.4,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q2,Month1,319751.78,271040.1,95,86.8,55,54.9,43.8,85.8,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q2,Month2,320714.38,269130.14,95,85.6,40,52.5,40.6,100.1,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q2,Month3,333581.36,289243.49,95,93.4,41,45.5,38.1,89.8,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q3,Month1,353045.52,306167.21,95,83.7,27,51.6,32.7,104.0,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q3,Month2,362420.05,309352.62,95,87.8,31,53.7,42.7,92.2,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q3,Month3,338086.76,314715.16,95,89.4,30,36.0,34.3,95.0,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q4,Month1,382263.15,315592.31,95,84.3,56,72.5,43.1,106.8,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q4,Month2,385459.61,335870.91,95,86.1,49,71.0,40.4,98.9,Medium
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q4,Month3,390290.3,334529.21,95,88.1,42,40.8,37.5,85.1,Medium
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q1,Month1,176833.29,185273.58,95,93.9,33,80.4,39.2,101.0,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q1,Month2,174149.2,186554.49,95,90.1,14,79.0,34.9,93.7,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q1,Month3,172215.58,183302.63,95,95.4,22,85.5,38.8,84.4,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q2,Month1,188408.35,188843.29,95,96.4,15,81.2,40.7,80.3,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q2,Month2,187496.83,183625.52,95,92.6,11,73.5,38.3,89.1,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q2,Month3,187362.85,183012.42,95,96.9,15,57.9,37.6,95.1,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q3,Month1,237621.61,226804.14,95,95.7,17,91.1,37.3,98.9,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q3,Month2,227264.23,244764.83,95,95.8,12,78.8,37.3,81.4,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q3,Month3,229565.95,246086.33,95,95.7,18,68.9,34.3,100.1,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q4,Month1,263121.24,260579.47,95,95.6,13,85.7,33.7,87.5,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q4,Month2,263085.6,251538.52,95,96.7,25,67.9,32.9,97.2,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q4,Month3,274930.85,295055.57,95,96.0,18,64.8,36.0,83.2,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q1,Month1,313222.67,307437.69,95,94.3,20,82.3,37.4,85.9,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q1,Month2,312450.17,313074.38,95,94.6,24,68.3,38.4,86.9,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q1,Month3,328754.02,326802.15,95,91.1,24,84.4,33.1,93.0,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q2,Month1,366602.54,394931.43,95,93.6,22,77.3,38.2,70.3,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q2,Month2,370608.98,377910.05,95,95.0,23,73.5,43.2,90.8,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q2,Month3,355141.32,341226.53,95,95.3,24,81.2,37.8,101.0,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q3,Month1,400806.35,391395.14,95,92.9,19,80.2,41.8,77.1,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q3,Month2,397603.38,387682.36,95,96.0,20,79.1,36.8,86.2,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q3,Month3,409992.49,390001.51,95,93.3,14,76.0,36.0,76.2,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q4,Month1,444110.75,478699.21,95,91.8,34,73.0,35.1,99.9,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q4,Month2,432241.23,413273.44,95,90.3,16,84.8,37.6,77.6,Low
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2025Q4,Month3,449096.23,478794.78,95,90.8,31,74.3,41.9,72.6,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q1,Month1,197656.64,199073.73,95,99.6,3,61.5,43.8,86.6,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q1,Month2,217129.3,217897.07,95,96.4,4,62.3,39.5,102.7,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q1,Month3,197794.46,194870.67,95,96.3,11,86.0,36.4,92.4,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q2,Month1,199837.32,204817.65,95,97.6,3,83.6,43.3,89.5,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q2,Month2,196547.13,202679.21,95,96.5,8,64.3,43.6,107.0,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q2,Month3,205111.67,202650.25,95,100.7,11,82.2,42.5,75.2,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q3,Month1,209170.4,207803.05,95,99.1,4,79.6,48.6,95.9,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q3,Month2,214128.96,221056.29,95,99.3,6,77.4,44.3,91.3,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q3,Month3,216016.86,217631.38,95,97.6,11,74.2,43.6,86.0,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q4,Month1,232374.14,229966.28,95,97.5,11,65.5,40.3,89.2,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q4,Month2,216027.15,213507.87,95,97.0,7,78.9,46.8,93.0,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2024Q4,Month3,225145.41,229845.75,95,99.7,6,93.2,39.7,93.6,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q1,Month1,218881.92,218158.74,95,98.5,9,87.6,43.7,78.2,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q1,Month2,238877.95,235141.88,95,98.5,2,70.5,45.6,79.8,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q1,Month3,229883.27,235152.61,95,96.4,6,86.0,44.8,92.0,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q2,Month1,236747.4,243378.28,95,99.3,2,75.6,41.4,88.3,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q2,Month2,223057.36,219820.63,95,98.6,7,72.4,40.0,86.4,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q2,Month3,220984.33,220596.65,95,100.2,5,85.1,40.6,77.7,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q3,Month1,240679.42,237373.67,95,100.3,8,54.0,47.4,81.5,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q3,Month2,237760.4,237766.72,95,96.4,7,58.4,42.5,99.6,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q3,Month3,239234.39,234838.43,95,98.2,7,82.1,41.4,94.8,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q4,Month1,233121.36,241435.57,95,99.0,6,69.5,40.2,94.5,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q4,Month2,240849.13,245113.22,95,99.4,5,78.0,40.3,85.8,Low
INIT-0026,Sterile Sets Initiative 1,Medical,Sterile Sets,North America,PMM_06,Low,Mature,2025Q4,Month3,241573.29,246003.2,95,96.6,1,86.8,36.8,87.6,Low
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q1,Month1,130809.53,115820.92,95,88.4,32,63.9,43.1,95.4,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q1,Month2,125397.44,106685.72,95,84.4,46,66.1,45.5,88.7,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q1,Month3,137108.01,114588.08,95,88.6,67,63.4,37.9,84.8,High
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q2,Month1,138194.12,117633.79,95,90.8,46,45.4,42.8,87.1,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q2,Month2,150594.76,137195.78,95,89.6,54,53.7,44.5,91.1,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q2,Month3,149826.74,124013.72,95,90.9,29,51.2,44.3,91.6,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q3,Month1,155048.52,134481.69,95,89.6,68,60.7,44.2,83.5,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q3,Month2,151025.86,137701.06,95,86.3,34,66.0,45.0,94.1,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q3,Month3,164200.99,136414.19,95,88.4,62,49.5,44.1,101.4,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q4,Month1,170046.33,141863.37,95,89.9,57,52.3,43.7,97.4,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q4,Month2,166653.26,151398.36,95,92.6,50,72.4,44.3,98.6,Medium
INIT-0027,Sterile Sets Initiative 2,Medical,Sterile Sets,North America,PMM_16,Low,Launch,2024Q4,Month3,180979.44,149847.42,95,85.5,56,64.2,42.3,87.3,Medium
