initiative_id,initiative_name,business_unit,product_family,region,owner,priority,lifecycle_stage,quarter,checkpoint,planned_revenue,actual_revenue,planned_otd_pct,actual_otd_pct,backlog_days,customer_adoption_pct,gross_margin_pct,budget_utilization_pct,risk_level,revenue_attainment,otd_attainment,backlog_score,adoption_score,margin_score,budget_score,aos_health,execution_score,revenue_variance_pct,otd_variance_pct,status,risk_category,priority_rank
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2024Q4,Month1,148160.0,140893.19,95,85.5,77,67.1,33.4,106.0,Medium,0.951,0.9,0.144,0.671,0.668,0.88,0.756,0.522,-4.904704373650107,-9.5,Amber,Medium,222
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2024Q4,Month2,150435.13,132099.72,95,85.7,54,42.1,38.9,93.2,Medium,0.878,0.902,0.4,0.421,0.778,0.864,0.754,0.651,-12.188250178000313,-9.299999999999997,Amber,Medium,223
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2024Q4,Month3,147640.84,132289.1,95,86.6,43,48.9,34.4,90.3,Medium,0.896,0.912,0.522,0.489,0.688,0.806,0.773,0.717,-10.398030788770905,-8.400000000000006,Amber,Medium,209
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q1,Month1,147876.77,129231.64,95,84.2,35,31.2,37.0,90.4,Medium,0.874,0.886,0.611,0.312,0.74,0.808,0.761,0.749,-12.608559140154327,-10.799999999999997,Amber,Medium,222
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q1,Month2,152501.06,136863.71,95,79.9,71,56.9,39.6,92.6,High,0.897,0.841,0.211,0.569,0.792,0.852,0.735,0.526,-10.253928726790493,-15.099999999999994,Red,High,237
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q1,Month3,145535.71,136094.44,95,81.0,67,50.9,38.4,88.4,Medium,0.935,0.853,0.256,0.509,0.768,0.768,0.741,0.554,-6.48725319717064,-14.0,Red,High,236
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month1,155327.89,142168.23,95,81.6,75,52.8,40.9,75.2,High,0.915,0.859,0.167,0.528,0.818,0.504,0.702,0.513,-8.472181010119948,-13.400000000000006,Red,High,238
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month2,154518.15,140589.07,95,80.2,60,56.1,39.5,84.7,Medium,0.91,0.844,0.333,0.561,0.79,0.694,0.742,0.589,-9.014526772421226,-14.799999999999997,Red,High,228
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q2,Month3,159623.0,132030.0,95,82.0,50,66.3,39.5,107.5,Medium,0.827,0.863,0.444,0.663,0.79,0.85,0.759,0.654,-17.286355976269082,-13.0,Amber,Medium,215
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q3,Month1,181344.47,164639.81,95,80.2,80,55.5,38.2,88.0,High,0.908,0.844,0.111,0.555,0.764,0.76,0.711,0.478,-9.211562944268444,-14.799999999999997,Red,High,237
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q3,Month2,172422.72,141789.17,95,91.1,49,41.3,36.3,104.8,Medium,0.822,0.959,0.456,0.413,0.726,0.904,0.752,0.707,-17.766539119670533,-3.9000000000000057,Amber,Medium,220
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q3,Month3,175357.77,167292.64,95,89.9,75,67.8,31.3,96.0,Medium,0.954,0.946,0.167,0.678,0.626,0.92,0.771,0.556,-4.5992430218518265,-5.099999999999994,Amber,Medium,211
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q4,Month1,186453.17,156363.61,95,86.5,75,30.1,42.1,82.7,High,0.839,0.911,0.167,0.301,0.842,0.654,0.68,0.539,-16.137864537245477,-8.5,Red,High,240
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q4,Month2,193198.72,183811.78,95,84.5,55,54.0,34.3,108.8,Medium,0.951,0.889,0.389,0.54,0.686,0.824,0.774,0.639,-4.858696786396929,-10.5,Amber,Medium,205
INIT-0021,Cadence Initiative 21,Biopharma Consumables,Cadence,APAC,PMM_19,High,Launch,2025Q4,Month3,187902.38,160775.98,95,87.6,70,70.9,33.1,95.5,High,0.856,0.922,0.222,0.709,0.662,0.91,0.745,0.572,-14.436432364507567,-7.400000000000006,Red,High,227
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q1,Month1,142385.14,138648.62,95,93.2,30,59.6,37.9,97.1,Low,0.974,0.981,0.667,0.596,0.758,0.942,0.867,0.824,-2.6242345233498514,-1.7999999999999972,Amber,Medium,134
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q1,Month2,138872.7,132487.47,95,91.6,36,79.2,36.9,87.6,Medium,0.954,0.964,0.6,0.792,0.738,0.752,0.845,0.782,-4.597901531402507,-3.4000000000000057,Amber,Medium,161
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q1,Month3,145586.04,154614.77,95,89.1,30,90.5,39.2,104.5,Low,1.062,0.938,0.667,0.905,0.784,0.91,0.919,0.802,6.201645432487882,-5.900000000000006,Green,Low,57
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q2,Month1,170389.56,165883.15,95,89.8,21,73.6,39.6,77.3,Low,0.974,0.945,0.767,0.736,0.792,0.546,0.852,0.856,-2.6447688461663987,-5.200000000000003,Amber,Medium,152
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q2,Month2,170658.01,163934.89,95,90.5,27,85.5,40.8,90.0,Low,0.961,0.953,0.7,0.855,0.816,0.8,0.879,0.826,-3.939527948321907,-4.5,Amber,Medium,125
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q2,Month3,166807.44,172548.82,95,92.6,24,78.4,34.9,84.7,Low,1.034,0.975,0.733,0.784,0.698,0.694,0.885,0.854,3.4419208160019745,-2.4000000000000057,Amber,Medium,115
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q3,Month1,193698.56,198230.48,95,92.2,18,69.7,40.0,94.8,Low,1.023,0.971,0.8,0.697,0.8,0.896,0.912,0.885,2.3396766604769867,-2.799999999999997,Green,Low,78
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q3,Month2,189121.36,179688.14,95,89.1,37,68.8,38.0,101.2,Medium,0.95,0.938,0.589,0.688,0.76,0.976,0.851,0.763,-4.987918868603723,-5.900000000000006,Amber,Medium,162
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q3,Month3,195961.3,187189.59,95,90.0,42,64.5,36.8,92.3,Medium,0.955,0.947,0.533,0.645,0.736,0.846,0.827,0.74,-4.476246075117889,-5.0,Amber,Medium,176
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q4,Month1,222788.35,216033.02,95,93.8,36,79.1,37.8,95.9,Low,0.97,0.987,0.6,0.791,0.756,0.918,0.873,0.794,-3.032173809806489,-1.2000000000000028,Amber,Medium,135
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q4,Month2,230256.76,228088.82,95,93.7,16,88.3,33.7,98.6,Low,0.991,0.986,0.822,0.883,0.674,0.972,0.92,0.904,-0.941531532016694,-1.2999999999999972,Green,Low,59
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2024Q4,Month3,234348.71,245519.24,95,93.2,33,78.5,39.2,84.7,Low,1.048,0.981,0.633,0.785,0.784,0.694,0.884,0.807,4.76662747578171,-1.7999999999999972,Amber,Medium,116
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q1,Month1,251060.6,254375.25,95,92.9,35,79.8,35.7,110.0,Low,1.013,0.978,0.611,0.798,0.714,0.8,0.873,0.795,1.320258933500515,-2.0999999999999943,Amber,Medium,122
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q1,Month2,274798.19,288374.49,95,93.3,30,68.9,36.8,90.8,Low,1.049,0.982,0.667,0.689,0.736,0.816,0.888,0.824,4.940461944090675,-1.7000000000000028,Amber,Medium,100
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q1,Month3,268028.57,265290.96,95,90.3,33,77.9,37.6,94.0,Low,0.99,0.951,0.633,0.779,0.752,0.88,0.873,0.792,-1.0213873841881804,-4.700000000000003,Amber,Medium,124
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q2,Month1,311523.15,308619.61,95,94.8,34,72.3,41.1,99.0,Low,0.991,0.998,0.622,0.723,0.822,0.98,0.892,0.81,-0.9320463021769128,-0.20000000000000284,Amber,Medium,96
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q2,Month2,303593.03,313607.22,95,89.0,46,83.4,40.9,82.2,Medium,1.033,0.937,0.489,0.834,0.818,0.644,0.852,0.713,3.298557282425075,-6.0,Amber,Medium,155
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q2,Month3,300613.24,303594.36,95,89.2,33,94.9,35.7,72.8,Low,1.01,0.939,0.633,0.949,0.714,0.456,0.848,0.786,0.991679541459982,-5.799999999999997,Amber,Medium,157
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q3,Month1,361929.23,350384.45,95,89.2,37,78.7,38.6,80.9,Medium,0.968,0.939,0.589,0.787,0.772,0.618,0.833,0.764,-3.189789340860911,-5.799999999999997,Amber,Medium,166
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q3,Month2,338544.21,327439.09,95,94.8,28,85.9,39.3,92.3,Low,0.967,0.998,0.689,0.859,0.786,0.846,0.891,0.843,-3.28025695669112,-0.20000000000000284,Amber,Medium,114
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q3,Month3,342723.39,333232.53,95,90.6,38,78.2,41.1,82.9,Medium,0.972,0.954,0.578,0.782,0.822,0.658,0.844,0.766,-2.7692478181894695,-4.400000000000006,Amber,Medium,157
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q4,Month1,400650.96,425889.05,95,88.7,29,78.2,36.1,96.7,Low,1.063,0.934,0.678,0.782,0.722,0.934,0.904,0.806,6.299271066266749,-6.299999999999997,Green,Low,89
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q4,Month2,424085.22,410453.86,95,93.4,38,80.0,39.6,85.3,Medium,0.968,0.983,0.578,0.8,0.792,0.706,0.852,0.78,-3.2142973527820624,-1.5999999999999943,Amber,Medium,154
INIT-0022,Kleenpak Initiative 22,Biopharma Consumables,Kleenpak,APAC,PMM_08,Medium,Growth,2025Q4,Month3,425128.97,424675.76,95,90.4,32,89.0,33.8,88.7,Low,0.999,0.952,0.644,0.89,0.676,0.774,0.871,0.798,-0.10660529674088377,-4.599999999999994,Amber,Medium,133
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q1,Month1,129578.59,111836.48,95,86.7,43,54.2,37.8,98.9,Medium,0.863,0.913,0.522,0.542,0.756,0.978,0.791,0.717,-13.692161644913718,-8.299999999999997,Amber,Medium,198
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q1,Month2,120951.76,101009.72,95,90.2,25,65.0,40.3,85.5,Medium,0.835,0.949,0.722,0.65,0.806,0.71,0.807,0.836,-16.487598030818233,-4.799999999999997,Amber,Medium,183
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q1,Month3,121448.85,107276.78,95,88.9,37,63.7,41.3,93.6,Medium,0.883,0.936,0.589,0.637,0.826,0.872,0.818,0.762,-11.669167719579072,-6.099999999999994,Amber,Medium,174
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month1,138730.48,122707.48,95,82.3,53,56.7,38.0,94.4,Medium,0.885,0.866,0.411,0.567,0.76,0.888,0.766,0.639,-11.549732978650413,-12.700000000000003,Amber,Medium,218
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month2,143030.97,132954.44,95,90.3,41,52.6,40.7,88.7,Medium,0.93,0.951,0.544,0.526,0.814,0.774,0.809,0.747,-7.044998716012342,-4.700000000000003,Amber,Medium,181
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q2,Month3,136862.93,119958.63,95,91.4,66,61.5,40.0,87.6,Medium,0.876,0.962,0.267,0.615,0.8,0.752,0.756,0.614,-12.351262683036223,-3.5999999999999943,Amber,Medium,224
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q3,Month1,150641.1,143590.43,95,82.0,20,56.2,34.7,89.7,Medium,0.953,0.863,0.778,0.562,0.694,0.794,0.828,0.82,-4.6804424556113915,-13.0,Amber,Medium,174
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q3,Month2,139466.5,122927.26,95,84.5,49,42.1,38.8,105.5,Medium,0.881,0.889,0.456,0.421,0.776,0.89,0.763,0.673,-11.858933865838754,-10.5,Amber,Medium,219
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q3,Month3,150823.05,129959.86,95,85.7,37,44.6,34.5,95.7,Medium,0.862,0.902,0.589,0.446,0.69,0.914,0.775,0.745,-13.832892253538162,-9.299999999999997,Amber,Medium,212
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q4,Month1,156041.76,128407.72,95,83.4,63,49.5,37.7,81.7,High,0.823,0.878,0.3,0.495,0.754,0.634,0.697,0.589,-17.70938753831026,-11.599999999999994,Red,High,240
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q4,Month2,157627.2,133938.98,95,83.5,59,51.6,38.0,92.7,Medium,0.85,0.879,0.344,0.516,0.76,0.854,0.738,0.612,-15.028002781245874,-11.5,Red,High,229
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2024Q4,Month3,159790.95,143210.68,95,92.5,33,79.9,39.5,85.1,Medium,0.896,0.974,0.633,0.799,0.79,0.702,0.833,0.804,-10.37622593770174,-2.5,Amber,Medium,166
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q1,Month1,159873.88,145750.87,95,87.5,25,72.5,35.2,90.1,Medium,0.912,0.921,0.722,0.725,0.704,0.802,0.835,0.822,-8.83384452794916,-7.5,Amber,Medium,166
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q1,Month2,167742.17,138483.51,95,84.4,52,45.6,37.6,95.3,Medium,0.826,0.888,0.422,0.456,0.752,0.906,0.741,0.655,-17.442638306157598,-10.599999999999994,Red,High,235
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q1,Month3,155519.32,148161.57,95,84.0,46,59.0,36.4,102.5,Medium,0.953,0.884,0.489,0.59,0.728,0.95,0.81,0.687,-4.731084215131599,-11.0,Amber,Medium,183
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month1,176565.93,155914.7,95,84.1,53,49.3,43.0,93.7,Medium,0.883,0.885,0.411,0.493,0.86,0.874,0.77,0.648,-11.696044644626506,-10.900000000000006,Amber,Medium,202
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month2,180022.61,149358.49,95,89.7,62,42.5,34.7,80.8,Medium,0.83,0.944,0.311,0.425,0.694,0.616,0.699,0.628,-17.033482627543282,-5.299999999999997,Red,High,239
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month3,168212.21,150931.95,95,88.6,55,68.2,36.7,79.9,Medium,0.897,0.933,0.389,0.682,0.734,0.598,0.76,0.661,-10.272892794167547,-6.400000000000006,Amber,Medium,214
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q3,Month1,196625.45,177775.44,95,88.2,31,45.1,42.2,88.1,Medium,0.904,0.928,0.656,0.451,0.844,0.762,0.806,0.792,-9.586760004872213,-6.799999999999997,Amber,Medium,186
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q3,Month2,192972.28,168455.43,95,90.8,21,60.3,30.3,96.1,Medium,0.873,0.956,0.767,0.603,0.606,0.922,0.825,0.861,-12.70485584768963,-4.200000000000003,Amber,Medium,172
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q3,Month3,187751.75,162265.23,95,86.5,45,56.4,36.3,87.2,Medium,0.864,0.911,0.5,0.564,0.726,0.744,0.763,0.705,-13.574584524511751,-8.5,Amber,Medium,214
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q4,Month1,196605.65,167591.35,95,85.3,36,41.2,37.0,100.7,Medium,0.852,0.898,0.6,0.412,0.74,0.986,0.782,0.749,-14.757612510118602,-9.700000000000003,Amber,Medium,198
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q4,Month2,198610.75,188610.36,95,90.9,23,61.6,35.6,100.0,Low,0.95,0.957,0.744,0.616,0.712,1.0,0.868,0.851,-5.0351705534569575,-4.099999999999994,Amber,Medium,137
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q4,Month3,204896.69,188923.31,95,87.9,37,56.2,40.4,79.1,Medium,0.922,0.925,0.589,0.562,0.808,0.582,0.791,0.757,-7.795821396626761,-7.099999999999994,Amber,Medium,190
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q1,Month1,219230.87,187659.17,95,83.8,32,62.4,35.5,90.9,Medium,0.856,0.882,0.644,0.624,0.71,0.818,0.788,0.763,-14.40111969632743,-11.200000000000003,Amber,Medium,199
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q1,Month2,214079.45,200402.75,95,93.4,37,62.9,38.3,98.6,Medium,0.936,0.983,0.589,0.629,0.766,0.972,0.849,0.786,-6.388609462514973,-1.5999999999999943,Amber,Medium,157
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q1,Month3,213146.3,187721.61,95,88.5,22,66.9,36.3,93.3,Medium,0.881,0.932,0.756,0.669,0.726,0.866,0.834,0.844,-11.9282811852704,-6.5,Amber,Medium,166
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q2,Month1,245591.12,203147.29,95,92.4,20,60.7,36.3,107.5,Medium,0.827,0.973,0.778,0.607,0.726,0.85,0.819,0.875,-17.282314604860304,-2.5999999999999943,Amber,Medium,172
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q2,Month2,244253.33,216711.61,95,87.4,35,51.6,37.3,88.8,Medium,0.887,0.92,0.611,0.516,0.746,0.776,0.79,0.766,-11.275883116926186,-7.599999999999994,Amber,Medium,194
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q2,Month3,227044.34,216922.25,95,87.8,22,80.2,37.7,96.4,Low,0.955,0.924,0.756,0.802,0.754,0.928,0.881,0.84,-4.4581996626738185,-7.200000000000003,Amber,Medium,121
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q3,Month1,267228.6,242258.95,95,89.3,32,56.4,44.3,87.0,Medium,0.907,0.94,0.644,0.564,0.886,0.74,0.821,0.792,-9.343928756128635,-5.700000000000003,Amber,Medium,179
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q3,Month2,244718.66,223394.73,95,87.7,32,54.0,34.5,93.4,Medium,0.913,0.923,0.644,0.54,0.69,0.868,0.811,0.784,-8.71365101459774,-7.299999999999997,Amber,Medium,183
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q3,Month3,262863.73,241340.76,95,90.4,31,37.8,35.8,92.2,Medium,0.918,0.952,0.656,0.378,0.716,0.844,0.804,0.804,-8.187881226519906,-4.599999999999994,Amber,Medium,190
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q4,Month1,268591.01,232496.53,95,84.0,49,62.3,44.3,103.2,Medium,0.866,0.884,0.456,0.623,0.886,0.936,0.793,0.67,-13.438454250572276,-11.0,Amber,Medium,186
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q4,Month2,269384.08,250190.95,95,93.1,56,52.2,34.2,96.1,Medium,0.929,0.98,0.378,0.522,0.684,0.922,0.791,0.679,-7.1248196998129965,-1.9000000000000057,Amber,Medium,189
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2024Q4,Month3,278496.42,239536.53,95,90.3,48,46.7,40.0,96.0,Medium,0.86,0.951,0.467,0.467,0.8,0.92,0.78,0.709,-13.98936833730214,-4.700000000000003,Amber,Medium,202
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q1,Month1,316394.52,271185.34,95,91.7,33,68.1,38.4,93.0,Medium,0.857,0.965,0.633,0.681,0.768,0.86,0.819,0.799,-14.288863157301204,-3.299999999999997,Amber,Medium,178
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q1,Month2,312844.09,282836.6,95,88.1,58,53.2,42.4,80.0,Medium,0.904,0.927,0.356,0.532,0.848,0.6,0.753,0.641,-9.591835345203435,-6.900000000000006,Amber,Medium,228
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q1,Month3,317645.16,265868.39,95,91.6,21,49.5,35.0,88.4,Medium,0.837,0.964,0.767,0.495,0.7,0.768,0.797,0.865,-16.300191698182957,-3.4000000000000057,Amber,Medium,191
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q2,Month1,319751.78,271040.1,95,86.8,55,54.9,43.8,85.8,Medium,0.848,0.914,0.389,0.549,0.876,0.716,0.752,0.651,-15.234216991692758,-8.200000000000003,Amber,Medium,222
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q2,Month2,320714.38,269130.14,95,85.6,40,52.5,40.6,100.1,Medium,0.839,0.901,0.556,0.525,0.812,0.998,0.791,0.728,-16.084168099977305,-9.400000000000006,Amber,Medium,187
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q2,Month3,333581.36,289243.49,95,93.4,41,45.5,38.1,89.8,Medium,0.867,0.983,0.544,0.455,0.762,0.796,0.783,0.764,-13.291471082197157,-1.5999999999999943,Amber,Medium,194
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q3,Month1,353045.52,306167.21,95,83.7,27,51.6,32.7,104.0,Medium,0.867,0.881,0.7,0.516,0.654,0.92,0.794,0.791,-13.278262247882369,-11.299999999999997,Amber,Medium,195
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q3,Month2,362420.05,309352.62,95,87.8,31,53.7,42.7,92.2,Medium,0.854,0.924,0.656,0.537,0.854,0.844,0.805,0.79,-14.642520467617615,-7.200000000000003,Amber,Medium,187
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q3,Month3,338086.76,314715.16,95,89.4,30,36.0,34.3,95.0,Medium,0.931,0.941,0.667,0.36,0.686,0.9,0.809,0.804,-6.912900108835979,-5.599999999999994,Amber,Medium,182
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q4,Month1,382263.15,315592.31,95,84.3,56,72.5,43.1,106.8,Medium,0.826,0.887,0.378,0.725,0.862,0.864,0.768,0.633,-17.441084760589668,-10.700000000000003,Amber,Medium,207
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q4,Month2,385459.61,335870.91,95,86.1,49,71.0,40.4,98.9,Medium,0.871,0.906,0.456,0.71,0.808,0.978,0.804,0.681,-12.864823891665333,-8.900000000000006,Amber,Medium,181
INIT-0024,Kleenpak Initiative 24,Biopharma Consumables,Kleenpak,North America,PMM_17,High,Launch,2025Q4,Month3,390290.3,334529.21,95,88.1,42,40.8,37.5,85.1,Medium,0.857,0.927,0.533,0.408,0.75,0.702,0.751,0.73,-14.287080667902833,-6.900000000000006,Amber,Medium,220
INIT-0025,Kleenpak Initiative 25,Biopharma Consumables,Kleenpak,EMEA,PMM_16,Medium,Growth,2024Q1,Month1,176833.29,185273.58,95,93.9,33,80.4,39.2,101.0,Low,1.048,0.988,0.633,0.804,0.784,0.98,0.916,0.811,4.773020962285992,-1.0999999999999943,Green,Low,64
